9,'Defect reports will be available to technical units on a 24x7 basis.',A
3,'Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.',F
10,'The product shall allow the player to position ships vertically on their grid.',F
46,'The system shall display the current tracking information about the order.',F
38,'Consult with the Administrator about the payment details of the customers for the updating of the database.',F
46,'The system shall allow user to confirm the completion of current configuration.',F
9,'If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.',F
5,'The adjuster shall request a recycled parts audit of the collision estimate.',F
6,'The product shall display room equipment according to search parameters.',F
46,'The system shall allow user to enter the order information for tracking.',F
6,'The product shall be able to delete room equipment.',F
18,'The meeting scheduler system shall be able to select a participant as an important participant.',F
5,'The estimator shall apply selected recycled parts to the collision estimate.',F
17,'The system shall validate the amount is available in the user’s account before releasing funds to the user.',F
10,'When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.',F
17,'The system shall be able to issue a specific amount of money to the user.',F
4,'The Disputes System shall accurately provide a list of possible reason codes for a given transaction.  The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to  according to the business rules defined for the Disputes System.',F
10,'When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.',F
46,'The system shall allow user to select the product to configure.',F
10,'At the start of each turn  the product shall notify each player of his or her status.',F
18,'The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.',F
1,'The system shall offer a display of all the Events in the exercise.',F
7,'The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.',F
7,'The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.',F
6,'The product shall have a customizable Look and Feel.',F
2,'The user shall be able to get driving directions to a selected property',F
8,'Website must be able to support free trial periods with various parameters set by the Izogn Manager.',F
45,'The system shall allow the mediator to negotiate a meeting date.',F
42,'A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.',F
9,'The leads washing functionality will insert all leads captured by the web service.',F
45,'The system shall allow the mediator to send and receive messages from users.',F
45,'The system shall allow the mediator to negotiate a location / equipment.',F
45,'The system shall allow users to view information concerning the available distributed location templates(if any).',F
45,'The system shall allow the administrator to remove equipment.',F
10,'The product shall allow a player to end a game at any time during the game.',F
17,'The system shall query the user for the amount of money.',F
8,'Daily usage statistics should be logged  and accessible by the administrator.',F
6,'The product shall record different meeting types.',F
45,'The system shall allow the administrator to install additional distributed location templates.',F
45,'The system shall allow the user to modify the date exclusion set of an already submitted meeting response.',F
1,'The system shall color code events according to their variance from current time.',F
20,'Users shall be required to log in to the Cafeteria Ordering System for all operations except viewing a menu.',F
3,'Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.',F
4,'A list of all disputes cases that meet the entered search criteria must be provided to the user.  The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list.  For example all open cases will be yellow and all closed cases will be gray.',F
5,'The audit report shall include the number of available recycled parts from the original search results.',F
46,'The system shall display different shipping options provided by shipping department.',F
10,'The product shall allow the player to position ships diagonally on their grid',F
42,'The font will be larger enough for easy reading.',F
39,'The system should require the user to state time when should the doughnut be delivered',F
46,'The system shall allow user to select available promotion.',F
42,'A list of available patients is displayed after login.',F
10,'When a game is ended  the product shall allow each player to remove himself or herself from the list of players.',F
3,'Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.',F
38,'Can purchase any product through valid credit card.',F
6,'The product shall record the transportation status of equipment reserved.',F
45,'The system shall allow the user to change the password.',F
46,'The system shall provide browsing options to see product details.',F
10,'When a game is ended  the product shall notify the players that the game is ended.',F
20,'The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.',F
10,'When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.',F
46,'The system shall allow user to select the financing option.',F
4,'Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.',F
4,'The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number  the type of retrieval requested (copy  original or portfolio)  and the date that the merchant response is due.',F
10,'For each turn  the product shall identify one player as offensive status and one player as defensive status.',F
17,'The system shall provide an option to withdraw money.',F
5,'The audit report shall be available to other adjusters at later points in time.',F
38,'Can view all available products and can compare them and make a choice for purchasing products.',F
8,'Pre-paid cards shall be distributed via email or via a printed paper card.',F
46,'The system shall allow user to create profile and set his credential.',F
5,'The vehicle data shall include vehicle year make and model',F
7,'Formula substitutionary ingredients shall be kept in persisted order',F
32,'It must allow a user to login.',F
18,'The meeting scheduler system may provide the “meeting initiator” a summary of the scan of “potential meeting participants” showing available “time slots” and schedule conflicts as a means of informing the “meeting initiator” of the overall results of the system.',F
46,'The system shall display detailed invoice for current order once it is confirmed.',F
4,'The Disputes System must provide Search functionality.  The search method must include the ability to search by (1) the dispute case number  (2) the merchant account number  (3) the cardmember account number and (4) the issuer number.  In addition to the above criteria  the search functionality must further allow the user to limit the results of the search by a date range  the type of dispute (ticket retrieval request or chargeback notification)  the case status (open  closed or all) and the dispute reason code.',F
49,'Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.',F
38,'Contact with the vendors and give permission to sell their product under the site after testing the product’s quality.',F
2,'The user shall be able to download appointments and contact information for clients',F
5,'The available recycled parts information and their suppliers shall be returned to the user.',F
30,'Enable a logged in user to up vote and down vote answers.',F
30,'Enable a user to view questions and their corresponding answers.',F
5,'The estimator shall search for available recycled parts using damaged vehicle parts information.',F
33,'The system shall give the user an opportunity for the user to choose the selection of doughnut provided.',F
7,'Product formula ingredients shall allow defining substitutionary ingredients.',F
1,'The system shall provide charts for the Activity or Event actual versus assumed time.',F
46,'The system shall display all the products that can be configured.',F
46,'The system shall enable user to enter the payment information.',F
3,'The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.',F
33,'The system shall allow user to choose their preferable topping.',F
38,'New users can sign up by creating new ID.',F
3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name  and required classes for that Program of Study.',F
3,'The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).',F
45,'The system shall allow the administrator to remove physical locations.',F
3,'The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.',F
9,'If the leads score falls within the high average score then it will be process by the ARA functionality.',F
45,'The system shall allow the initiator to cancel any meetings which they initiated.',F
1,'The system shall provide a history report of changes made to the Activity or Event data',F
30,'Provide an interface for the admin to approve posts so that posts are not visible without admin approval.',F
10,'If the shot was marked as a miss  the product shall change the status of the defensive player to offensive',F
10,'The product shall allow a user to remove himself or herself from the list of players at any time.',F
6,'The product will allow priviledged users to view meeting schedules in multiple reporting views.',F
38,'Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.',F
38,'Control the database and keep track of all records of customers and employee details.',F
6,'The product will be able to delete conference rooms.',F
6,'The product shall record updated meeting agendas.',F
5,'The audit report shall include the percentage of available recycled parts used in the estimate ',F
46,'The system shall display the FAQ’s upon request.',F
10,'The product shall continue to assign turns until the game is ended.',F
46,'The system shall enable the user to enter their reviews and ratings.',F
1,'The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.',F
9,'The vendor will verify the invalid lead.',F
45,'The system shall allow administrators to define negotiation rules for the organization.',F
1,'The table side of the display shall be split into 2 regions: sequential and temporal.',F
1,'The system shall have a MDI form that allows for the viewing of the graph and the data table.',F
18,'The meeting scheduler system shall cancel a meeting due to canceling of an important participant.',F
3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student  including student ID  student name phone number e-mail status (full time or part time) and program of study.',F
8,'Website shall allow the Izogn administrator to approve a review posted by a customer.',F
42,'Backspace/reset capability is implemented for typing errors.',F
46,'The system shall display the online help upon request.',F
46,'The system shall allow user to add/remove products in the shopping cart.',F
2,'The realtor shall be notified of new client appointments after automatic synchronization with office system',F
30,'Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.',F
3,'Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes',F
46,'The system shall display the detailed information about the selected order.',F
8,'Website shall allow customers to view reviews of selected movies by other customers.',F
10,'The product shall prevent the player from overlapping ships on their grid.',F
46,'The system shall send an order confirmation to the user through email.',F
38,'Vendors must take permission from the Administrator for selling their products under the site. Administrator will test product’s quality according to its market price to permit vendor for selling purpose.',F
38,'Can only visit the site without registration.',F
45,'The system shall allow the user to view past attended meetings.',F
31,'Most of the system functions will be controlled using the administrative interface.',F
5,'The system will display a blank set of ratings if there are not ratings yet defined.',F
46,'The system shall display tax information for the order.',F
3,'The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.',F
42,'Navigation to each selected tab.',F
6,'The product shall record meeting entries.',F
46,'The system shall notify the user about any changes made to the order.',F
4,'The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number  the type of chargeback requested (pending or immediate)  and the date that the merchant response is due.',F
9,'Vendor will submit a credit validation record to be applied to the enterprise billing system.',F
42,'Basic Patient information is showed first.',F
32,'The user must be able to set an option to hide information based on who has tagged it.',F
8,'shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.',F
10,'When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.',F
4,'The Disputes System shall allow the user to create or initiate a chargeback request.  The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.',F
32,'The user must be able to add photos from his/her photo library to his/her medical record.',F
18,'The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.',F
32,'It must store the most recent copy of information in its application data folder.',F
10,'The product shall maintain a list of players.',F
7,'PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.',F
8,'Website shall allow customers to add their own movie review for a selected movie.',F
46,'The system shall display all the available promotions to the user.',F
1,'The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications',F
32,'All information must be viewable on the website.',F
30,'Enable a logged in user to ask questions.',F
3,'Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.',F
6,'The product shall assign the organizers contact information to each meeting they create.',F
8,'viewing a movie details the website will display the movies description actor and director entered in by the administrator.',F
5,'The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers',F
1,'The system shall display the local and exercise time in separate clocks',F
46,'The system shall allow user to cancel the order.',F
1,'The system shall display Events in a vertical table by time.',F
45,'The system shall allow users to search  for available distributed location templates(if any).',F
46,'The system shall allow user to confirm the purchase.',F
38,'Responsible for properly allocating the selected product according to the customer’s choice and delivering product to the customer.',F
45,'The system shall allow users to view equipment information.',F
46,'The system shall display the customer support contact numbers on the screen.',F
45,'The system shall allow the user to view their schedule.',F
10,'For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.',F
5,'The system shall locate the preferred repair facility with the highest ratings for the input criteria',F
10,'The product shall allow a user to identify himself or herself as a player.',F
46,'The system shall display tentative duration for shipping.',F
8,'All streaming movie sales will be logged in the database  and accessible by the administrator.',F
32,'All information must be updatable on the website.',F
5,'The audit report shall be displayed to the user.',F
2,'The system shall allow a real estate agent to query MLS information',F
6,'The product shall have the ability to send meeting reminders to employees.',F
46,'The system shall enable user to enter the search text on the screen.',F
5,'The user shall search for the preferred repair facility using vehicle  vehicle location  and radius in miles',F
7,'The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.',F
5,'The system shall generate an audit report based on the available recycled parts and the collision estimate.',F
42,'Selected or specified patient’s information is loaded.',F
9,'Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.',F
3,'Students added to a cohort shall be eligible for the cohort\92s Program of Study.',F
36,'The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.',FT
2,'The product shall operate in offline mode whenever internet connection is unavailable.',FT
6,'The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.',FT
34,'The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.',FT
38,'The system shall accommodate high number of items and users without any fault.',FT
27,'The system shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate the assigned waiter from the tablet.',FT
8,'The website shall continue to operate if the payment gateway goes down.',FT
40,'The system should warn ECA users about the malfunction of the system.',FT
12,'The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.',FT
2,'The product shall retain user preferences in the event of a failure.',FT
12,'The product shall be robust.The product shall have fault avoidance based on standards adoption.',FT
2,'The product shall allow the user to view previously downloaded search results CMA reports  and appointments.',FT
29,'The system shall accommodate large data items without fault.',FT
27,'The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).',FT
8,'The PHP code will comply with PEAR standards.',L
8,'The website will comply with W3C standards.',L
4,'The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.',L
7,'The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.',L
4,'All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.',L
4,'All actions that modify an existing dispute case must be recorded in the case history.',L
4,'The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.',L
5,'The product shall comply with the estimatics laws relating to recycled parts usage.',L
4,'The Disputes application must maintain a detailed history of every action that a user takes on a dispute case.  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.',L
19,'The client should agree to EULA before using our software.',L
19,'The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.',L
4,'All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.',L
10,'When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.',LF
14,'Each page shall contain a similar format with action items in one location and navigation buttons in a different location.',LF
4,'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',LF
27,'The system should use the company colors and logos.',LF
2,'The look and feel of the system shall conform to the user interface standards of the smart device.',LF
13,'The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.',LF
46,'The system shall provide a uniform look and feel between all the web pages.',LF
10,'When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.',LF
32,'It should give a drill-down view of all data in the medical record after logging in.',LF
8,'The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.',LF
30,'Be intuitive even to first time users',LF
1,'The application shall match the color of the schema set forth by Department of Homeland Security',LF
8,'The website shall not be offensive to religious or ethnic groups.',LF
2,'The system shall have a professional appearance',LF
16,'The system shall use a text-based interface to display a listing of available mail.',LF
4,'The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.',LF
